id	emotion
34170_0007_A_43	0.06647289544343948,0.05141027644276619,0.007837442681193352,-0.1394203156232834,0.08499494940042496,0.11455920338630676
34170_0007_A_44	0.06578660756349564,0.28689372539520264,0.14769494533538818,-0.05050458386540413,0.1728915423154831,0.22783935070037842
34170_0007_A_45	0.11754325777292252,0.06627041101455688,-0.001347975805401802,-0.12708847224712372,-0.013221732340753078,0.2696245610713959
34170_0007_A_46	0.07834536582231522,0.37666139006614685,0.18276557326316833,0.0127131761983037,0.21688179671764374,0.4383951425552368
34170_0007_A_47	0.13576078414916992,0.09216979146003723,-0.012794749811291695,0.05100087448954582,0.1319872885942459,0.34329158067703247
34170_0008_A_49	0.28676819801330566,0.0291757769882679,0.004329284653067589,-0.20430050790309906,-0.07271655648946762,0.23503780364990234
34170_0008_A_50	0.16206404566764832,0.09545144438743591,0.028988322243094444,-0.09585286676883698,0.008985945023596287,0.2085157334804535
34170_0008_A_51	0.34405794739723206,0.03036360815167427,0.081499382853508,0.04736198112368584,0.183125302195549,0.24935400485992432
34170_0009_A_54	0.014238988980650902,0.0022485442459583282,0.027950158342719078,-0.07562653720378876,0.22863750159740448,0.10319697856903076
34170_0009_A_56	0.11284539848566055,-0.0412900410592556,-9.25157219171524e-05,0.04238409921526909,0.23466293513774872,0.2859572470188141
34170_0009_A_58	-0.12981516122817993,0.022241313010454178,-0.0875268280506134,0.004404705949127674,0.18940533697605133,0.12905043363571167
34170_0009_A_59	0.14396855235099792,0.0935044139623642,0.06869429349899292,0.05452338978648186,0.1649225801229477,0.09998908638954163
34170_0009_A_60	0.0894240215420723,0.21817171573638916,0.06738511472940445,0.10352589190006256,0.09129182249307632,0.08357295393943787
34170_0009_A_61	-0.06840796023607254,0.15067429840564728,-0.007459880784153938,-0.09361456334590912,0.15187270939350128,-0.04713450372219086
34170_0009_A_62	0.15435296297073364,0.21942296624183655,0.04759567230939865,-0.03395693376660347,0.09113676100969315,0.08769559860229492
34170_0009_A_63	0.11664999276399612,0.22402618825435638,0.038933053612709045,-0.005879211239516735,0.10141894966363907,0.07890209555625916
34170_0009_A_64	0.08904782682657242,-0.08589693903923035,0.043664999306201935,0.0693015605211258,0.10407895594835281,0.3454032242298126
34170_0010_A_66	0.24045613408088684,0.15085092186927795,-0.06117277592420578,-0.19260694086551666,0.006840952672064304,0.08376327157020569
34170_0010_A_67	0.11233531683683395,-0.027761545032262802,0.014964325353503227,-0.04785268381237984,0.059911228716373444,-0.0711829662322998
34170_0011_A_71	0.2807581126689911,0.23441803455352783,0.05873863399028778,-0.06504692137241364,0.2134578675031662,0.16742046177387238
34170_0011_A_74	0.15283234417438507,-0.03695860132575035,-0.057875506579875946,-0.07185180485248566,0.19875125586986542,0.18835341930389404
34170_0011_A_76	0.13915926218032837,0.0011049993336200714,-0.036059096455574036,-0.0005257902666926384,0.1883334070444107,0.09693819284439087
34170_0011_A_78	0.1180223599076271,0.06538146734237671,-0.04787328094244003,0.12659387290477753,0.23823146522045135,0.33465608954429626
34170_0011_A_80	0.13691061735153198,0.11349815130233765,-0.02602376975119114,0.19142577052116394,0.11632988601922989,0.31055504083633423
34170_0011_A_81	0.15080708265304565,-0.08458685874938965,-0.09995206445455551,-0.09574978053569794,-0.0878370925784111,0.023267777636647224
34170_0012_A_83	0.23285111784934998,0.16431163251399994,-0.07395802438259125,-0.05417098477482796,0.1459169238805771,0.18878409266471863
34170_0012_A_84	0.28158411383628845,0.23908844590187073,-0.008392686024308205,-0.13709308207035065,-0.032082460820674896,0.21388164162635803
34170_0012_A_85	0.27324217557907104,0.24104174971580505,0.003716161474585533,-0.13964419066905975,-0.025243572890758514,0.19041883945465088
34170_0012_A_86	0.2209211140871048,0.13881129026412964,-0.001012379303574562,-0.1318093091249466,0.014603563584387302,0.1883528232574463
34170_0012_A_87	0.2400500476360321,0.10802139341831207,-0.007795820012688637,-0.18235047161579132,0.023415155708789825,0.15423443913459778
34170_0012_A_88	0.24360743165016174,0.23672327399253845,-0.00016107596457004547,-0.13097931444644928,-0.03468301147222519,0.17672693729400635
34170_0012_A_89	0.19227778911590576,0.14023450016975403,-0.0016078222543001175,-0.162210151553154,0.01168010476976633,0.13565939664840698
34170_0012_A_90	0.10160509496927261,-0.0014079324901103973,0.04469630867242813,0.09471110999584198,0.003744819201529026,0.14160436391830444
34170_0012_A_92	0.09295273572206497,0.06462861597537994,0.12591081857681274,-0.017426002770662308,0.03400770574808121,0.2747487425804138
34170_0012_A_94	-0.0521126314997673,-0.16182294487953186,-0.07158171385526657,-0.09708993136882782,0.06347740441560745,0.1403340995311737
34170_0012_A_96	0.1404286026954651,0.2581772804260254,0.035018280148506165,0.005695712752640247,0.1673474758863449,0.2798464298248291
34170_0012_A_98	-0.03951384872198105,0.2608566880226135,0.06739984452724457,-0.11559315025806427,0.12302560359239578,0.07950395345687866
34170_0012_A_99	0.07776344567537308,0.14525246620178223,-0.008318381384015083,-0.009656774811446667,0.16287101805210114,0.1576784998178482
34170_0012_A_100	0.2554629445075989,0.1812364161014557,0.015388419851660728,-0.013376492075622082,0.335723876953125,0.3527336120605469
34170_0012_A_101	0.16520586609840393,0.09336023032665253,0.0682482048869133,0.1107814759016037,0.2042151540517807,0.4070129096508026
34170_0013_A_103	0.2917899489402771,0.20158648490905762,-0.10664971172809601,0.03932822868227959,0.05830345302820206,0.2653278708457947
34170_0013_A_104	0.2320476472377777,0.11664751172065735,-0.13629476726055145,0.001628977246582508,0.11935550719499588,0.23995792865753174
34170_0013_A_105	0.28111302852630615,0.21416977047920227,-0.12377405166625977,0.03391579911112785,0.07691527158021927,0.2705831825733185
34170_0013_A_106	0.11812568455934525,-0.005779024213552475,0.0660206601023674,0.11309228837490082,-0.08825158327817917,-0.04923577606678009
34170_0013_A_107	-0.2504083514213562,0.04147711768746376,0.025149350985884666,0.03821523115038872,-0.192680224776268,0.2039867639541626
34170_0013_A_108	0.09199217706918716,0.019364837557077408,0.1533776968717575,0.05352337285876274,0.03644148260354996,0.2587117552757263
34170_0013_A_109	0.19963017106056213,0.12103289365768433,-0.046724945306777954,-0.08583046495914459,0.1573628932237625,0.24369734525680542
34170_0013_A_110	0.1930929720401764,-0.042580824345350266,0.08490169793367386,0.1283351182937622,-0.014630637131631374,0.04691910743713379
34170_0014_A_112	0.10912484675645828,0.26557159423828125,0.1336125284433365,0.054587285965681076,0.2761285901069641,0.5317444801330566
34170_0014_A_113	0.22731977701187134,0.024362746626138687,0.06129524111747742,-0.02313031628727913,0.33609580993652344,0.39212271571159363
34170_0015_A_115	-0.12325771898031235,-0.023753400892019272,-0.03894882649183273,0.06803517043590546,0.061416514217853546,0.1528598666191101
34170_0015_A_116	-0.0006897691637277603,0.1216185986995697,0.06433317810297012,-0.14069803059101105,-0.06390463560819626,-0.02539992146193981
34170_0015_A_117	-0.06789969652891159,-0.09861946105957031,-0.07680530101060867,0.066230908036232,0.27169299125671387,0.2610851228237152
34170_0015_A_118	0.13575586676597595,0.15646469593048096,0.13450148701667786,-0.05382849648594856,0.2954837679862976,0.42957815527915955
34170_0015_A_119	0.015318339690566063,0.08751066029071808,-0.18401211500167847,0.048538338392972946,0.012199797667562962,0.055851876735687256
34170_0015_A_120	0.10570455342531204,0.036064568907022476,0.049723900854587555,-0.07580490410327911,-0.0013168370351195335,0.11268234252929688
34170_0015_A_121	0.10688433796167374,0.1581323742866516,-0.005481818690896034,0.11365725100040436,0.18245191872119904,0.3621927499771118
34170_0016_A_123	0.07588759809732437,0.10223843157291412,-0.06577536463737488,-0.09422273933887482,0.18806909024715424,0.3051777780056
34170_0016_A_124	0.22576645016670227,0.30395230650901794,0.1306426078081131,0.09245537221431732,0.19437040388584137,0.13742461800575256
34170_0016_A_125	-0.06558723002672195,0.1243034303188324,-0.07008763402700424,0.06817139685153961,0.19265322387218475,0.034735411405563354
34170_0016_A_126	0.08636248856782913,0.09348487854003906,0.03454834967851639,-0.012824016623198986,-0.08347239345312119,0.08877602219581604
34170_0016_A_127	0.06860015541315079,-0.04820060357451439,0.004669917747378349,0.01943640038371086,0.015915758907794952,0.004568668082356453
34170_0016_A_128	0.14787986874580383,0.23727592825889587,0.08098206669092178,0.11263521015644073,0.22405527532100677,0.14674490690231323
34170_0016_A_129	0.15652483701705933,-0.07783293724060059,-0.1362331509590149,0.014475119300186634,0.1996198445558548,0.27250900864601135
34170_0016_A_130	0.3567191958427429,0.1471152901649475,-0.03367900103330612,0.06372074782848358,0.24429981410503387,0.315842866897583
34170_0016_A_131	0.22897428274154663,0.1760886311531067,-0.0797407329082489,0.1038636714220047,0.12693361937999725,0.2742621898651123
34170_0016_A_132	0.14683642983436584,0.14999161660671234,-0.18276605010032654,-0.039516378194093704,0.21820645034313202,0.3566843569278717
34170_0016_A_133	0.20664045214653015,0.31655314564704895,-0.13768461346626282,-0.00034363847225904465,0.2668849527835846,0.41967132687568665
34170_0016_A_134	0.17471055686473846,0.15864402055740356,-0.15893924236297607,-0.06542880833148956,0.28224053978919983,0.3650076985359192
34170_0016_A_135	-0.006247634068131447,0.06753906607627869,0.0468769446015358,0.031948890537023544,0.04571325331926346,0.4240116775035858
34170_0016_A_136	0.05720619112253189,-0.026098813861608505,-0.09771911799907684,-0.07455085217952728,0.3321216106414795,0.3170676827430725
34170_0017_A_139	0.23041078448295593,0.0870521068572998,-0.021954702213406563,-0.03863685205578804,0.13921047747135162,0.17711538076400757
34170_0017_A_140	0.17972663044929504,0.20166301727294922,0.039085306227207184,-0.028960902243852615,0.1285959929227829,0.11311206221580505
34170_0017_A_141	0.11031291633844376,0.11568236351013184,-0.013613792136311531,0.00828851480036974,0.04472977668046951,0.25846120715141296
34170_0017_A_142	0.18810215592384338,0.18562956154346466,-0.057605162262916565,-0.07684122025966644,0.1218126192688942,0.19939708709716797
34170_0017_A_143	0.09287447482347488,0.2541888654232025,0.12964335083961487,-0.013904917053878307,0.08137557655572891,0.03485819697380066
34170_0017_A_144	0.06957942992448807,0.14142653346061707,0.05170392990112305,-0.07760699093341827,0.0006129229441285133,0.09160900115966797
34170_0017_A_145	0.2541792094707489,0.02423790469765663,-0.08903813362121582,-0.060171592980623245,0.08975148946046829,0.2724434733390808
34170_0017_A_146	0.26771560311317444,0.0032170452177524567,-0.0803937315940857,-0.08553440868854523,0.0699254646897316,0.26503363251686096
34170_0017_A_147	0.24633118510246277,0.02688576653599739,-0.0679856389760971,0.008830440230667591,-0.13563279807567596,0.2845812737941742
34170_0017_A_148	0.1819644272327423,-0.08090135455131531,-0.15900194644927979,0.2627732753753662,0.11484623700380325,0.124114990234375
34170_0017_A_149	0.15145766735076904,0.15439829230308533,-0.03866114467382431,0.028704579919576645,0.1145402267575264,0.23383837938308716
34170_0017_A_150	0.039796508848667145,0.03246486559510231,-0.06900664418935776,-0.0316041000187397,0.14108367264270782,0.162087082862854
34170_0017_A_151	0.1492050290107727,0.36965012550354004,0.037789516150951385,0.09411008656024933,0.13882766664028168,0.46993085741996765
34170_0017_A_152	0.27642443776130676,0.10833992063999176,-0.05862201750278473,0.20999591052532196,0.32496505975723267,0.5007513165473938
34170_0017_A_153	-0.011208409443497658,0.05781056359410286,-0.13889580965042114,0.05140788480639458,0.06444240361452103,0.012257667258381844
34170_0017_A_154	0.01846102438867092,0.03995480015873909,-0.1447383463382721,0.016918133944272995,0.08635229617357254,0.008846255019307137
34170_0017_A_155	-0.016481930390000343,0.0923832356929779,0.02814866416156292,0.13945642113685608,-0.0379953607916832,0.348615437746048
34170_0017_A_156	0.14738529920578003,0.17984649538993835,-0.08148498088121414,0.1112174540758133,0.008259930647909641,0.19638314843177795
34170_0017_A_157	0.12253788858652115,0.05437450483441353,-0.062315285205841064,0.10752831399440765,0.11883056908845901,0.40377864241600037
34170_0017_A_158	0.09814725071191788,0.03536326065659523,0.05410044640302658,0.05145331844687462,0.11028928309679031,0.12170135974884033
34170_0017_A_159	0.17762061953544617,0.1565914750099182,-0.0009906608611345291,-0.057308245450258255,-0.05291535705327988,0.15596356987953186
34170_0017_A_160	0.11363974958658218,0.06705771386623383,0.007192207500338554,-0.07933788001537323,-0.01425414439290762,0.10989344120025635
34170_0017_A_161	0.1695508360862732,0.16604766249656677,-0.002179468050599098,-0.07159404456615448,-0.053907208144664764,0.15094301104545593
34170_0017_A_162	0.0605740025639534,0.08399507403373718,-0.06098223477602005,-0.09492422640323639,0.14871232211589813,0.3363882303237915
34170_0017_A_163	0.20083579421043396,0.16177257895469666,0.020805267617106438,0.06357012689113617,0.15075556933879852,0.33701059222221375
34170_0017_A_164	-0.007971161976456642,0.2344578206539154,0.07605242729187012,0.09155456721782684,-0.04039262980222702,0.008666785433888435
34170_0017_A_165	0.3211422264575958,0.12160903215408325,-0.08369049429893494,0.22692812979221344,0.15168409049510956,0.3675960898399353
34170_0017_A_166	0.11452824622392654,0.12330269813537598,-0.0047513265162706375,0.1686324179172516,0.07509461790323257,0.30385303497314453
34170_0017_A_167	0.2564845681190491,0.1626387983560562,0.05930318683385849,-0.00519068818539381,0.21530281007289886,0.526190996170044
34170_0017_A_168	0.12185610085725784,-0.11389264464378357,1.4211982488632202e-06,0.17782960832118988,0.10363257676362991,0.3217308223247528
34170_0017_A_169	0.13668236136436462,-0.20858746767044067,-0.04174402356147766,0.11044709384441376,0.1947963982820511,0.25435182452201843
34170_0017_A_173	0.27568286657333374,0.2687291204929352,0.021166665479540825,-0.04829903319478035,0.3041883111000061,0.5187233686447144
34170_0017_A_170	0.12246400862932205,0.2718650698661804,-0.06509048491716385,0.08309154212474823,0.2180691808462143,0.24858921766281128
34170_0017_A_172	0.28590133786201477,0.28608229756355286,0.040282733738422394,-0.057862091809511185,0.2623087465763092,0.5367458462715149
34170_0017_A_175	0.00111347995698452,-0.05674859508872032,0.011277688667178154,0.1220746636390686,0.188507542014122,-0.012560231611132622
34170_0017_A_176	0.11250445991754532,0.006818387657403946,0.015583215281367302,0.10174845159053802,0.11351627856492996,0.03163990378379822
34170_0017_A_178	0.12465418130159378,0.23952433466911316,0.010182952508330345,-0.09821538627147675,0.0032025063410401344,0.10238349437713623
34170_0017_A_179	0.08017335087060928,0.38832226395606995,-0.019687073305249214,0.036809664219617844,0.1040930524468422,0.09242585301399231
34170_0017_A_181	0.41395506262779236,0.10412043333053589,0.004704726859927177,0.22753892838954926,-0.05392047017812729,0.05060374736785889
34170_0017_A_182	0.04248610883951187,-8.943304419517517e-05,0.15410709381103516,0.27430739998817444,0.1533847600221634,0.3837769627571106
34170_0017_A_184	0.32488515973091125,-0.058635469526052475,-0.1950858235359192,0.15964318811893463,0.020111478865146637,0.12674665451049805
34170_0017_A_185	0.31096091866493225,-0.07315555214881897,-0.03869960457086563,0.1186215728521347,-0.07873352617025375,0.2703486382961273
34170_0017_A_187	0.3001067042350769,-0.0880933403968811,-0.03165234625339508,0.13680018484592438,-0.09522359818220139,0.2717147469520569
34170_0017_A_188	0.16743025183677673,-0.010613080114126205,0.00860595516860485,0.12397551536560059,-0.029673390090465546,0.18442368507385254
34170_0017_A_189	0.19427530467510223,-0.10666266083717346,-0.14256003499031067,0.17915575206279755,0.18533481657505035,0.29356926679611206
34170_0017_A_191	-0.03662595897912979,-0.13521882891654968,-0.0706665888428688,0.026397954672574997,0.2783077657222748,0.2905603051185608
34170_0017_A_192	0.10079962760210037,-0.050171758979558945,-0.021714860573410988,0.0706266462802887,0.18707449734210968,0.3671379089355469
34170_0017_A_193	-0.023832375183701515,0.01727334037423134,0.05762815475463867,0.024739395827054977,0.1265421360731125,0.06425485014915466
34170_0017_A_194	0.15995743870735168,-0.12192842364311218,-0.0597667396068573,0.1500142365694046,0.05191335827112198,0.3689291477203369
34170_0017_A_195	-0.046356670558452606,0.08307920396327972,-0.040651194751262665,-0.06581009924411774,0.16008640825748444,0.09202927350997925
34170_0017_A_196	0.08293605595827103,0.14290529489517212,0.06556066870689392,-0.033772725611925125,0.0854361429810524,0.20431077480316162
34170_0017_A_198	0.12613368034362793,0.13323502242565155,-0.0952143445611,-0.13314057886600494,0.0255819633603096,0.3005751371383667
34170_0017_A_199	0.11684948951005936,0.16104359924793243,-0.10928238928318024,-0.16516448557376862,0.04700050503015518,0.30504903197288513
34170_0017_A_200	0.3237079977989197,-0.023325111716985703,0.02095056138932705,0.06778492033481598,0.10408870130777359,0.2030867040157318
34170_0019_A_207	0.07255000621080399,0.13230441510677338,0.07803098112344742,0.08734160661697388,-0.021008066833019257,0.1744348406791687
34170_0019_A_208	0.17025339603424072,0.0675036609172821,0.055458709597587585,0.04669446870684624,0.10378218442201614,0.07701477408409119
34170_0019_A_209	0.30386883020401,0.08071550726890564,-0.007647709921002388,0.1673879623413086,-0.062044255435466766,0.042098939418792725
34170_0019_A_210	0.1130671575665474,0.12024977803230286,0.026831751689314842,0.0024544717743992805,0.0004064226523041725,0.13573384284973145
34170_0019_A_217	0.13501156866550446,0.06273972988128662,0.06992897391319275,-0.04352467134594917,0.13442911207675934,0.16006365418434143
34170_0019_A_219	0.12995365262031555,0.16435876488685608,-0.10521522164344788,0.1628086119890213,0.2193513959646225,0.24937409162521362
34170_0019_A_225	0.018158262595534325,0.2215484082698822,-0.007481852546334267,-0.16767685115337372,-0.006193063221871853,0.09652355313301086
34170_0019_A_226	0.21363940834999084,0.17146848142147064,0.016688397154211998,-0.04438706114888191,-0.03580772131681442,0.10526183247566223
34170_0019_A_231	0.24865710735321045,0.02365117147564888,-0.005431042984127998,0.10072259604930878,0.04147595912218094,0.14820191264152527
34170_0020_A_238	-0.0685202106833458,-0.06644681096076965,-0.020733775570988655,-0.06304509937763214,0.13377772271633148,0.26155388355255127
34170_0020_A_239	-0.04984387010335922,-0.03965279087424278,-0.01645638979971409,-0.06244148686528206,0.11002937704324722,0.24641016125679016
34170_0020_A_240	0.06940490752458572,0.13055706024169922,0.031832240521907806,0.12560652196407318,0.09353051334619522,0.12400725483894348
34170_0020_A_241	0.25767087936401367,0.07957401871681213,0.03442654013633728,0.05736721679568291,0.04163838177919388,0.1200287938117981
34170_0020_A_242	0.07377941161394119,0.003870312124490738,0.06807224452495575,0.013629508204758167,0.11110658198595047,0.3448743522167206
34170_0020_A_243	0.24993696808815002,0.1449466347694397,0.04027300328016281,0.18508747220039368,0.20177163183689117,0.2975549101829529
34170_0020_A_246	0.24801108241081238,0.14594464004039764,0.026391757652163506,-0.012716132216155529,0.163172647356987,0.2543082535266876
34170_0020_A_247	0.21226125955581665,0.21913769841194153,0.32808905839920044,0.21226683259010315,-0.09752985090017319,0.3234202265739441
34170_0020_A_251	0.10176531225442886,-0.005254771560430527,0.15041950345039368,0.10158860683441162,0.13480357825756073,0.1785535216331482
34170_0020_A_252	0.10077188163995743,-0.012084629386663437,0.1733182966709137,0.08421193063259125,0.10977423936128616,0.20682501792907715
34170_0021_A_255	0.1861756443977356,0.05252842977643013,-0.03595037758350372,-0.04290934279561043,0.24693728983402252,0.37628990411758423
34170_0021_A_257	0.17029669880867004,-0.008143212646245956,0.04826466739177704,0.01660754904150963,0.11015085130929947,0.15773695707321167
34170_0021_A_259	0.1539853811264038,0.08749343454837799,0.10960957407951355,-0.04586850479245186,0.15986265242099762,0.2328837513923645
34170_0021_A_261	0.2386457920074463,0.1443517953157425,-0.021524788811802864,-0.037897635251283646,0.020210929214954376,0.23113194108009338
34170_0021_A_262	0.14115005731582642,0.1817086637020111,0.11835450679063797,0.008866054005920887,0.08015740662813187,0.10581877827644348
34170_0022_A_265	-0.0692250058054924,0.23721066117286682,0.12780924141407013,0.011208516545593739,0.22739748656749725,0.20022016763687134
34170_0022_A_266	0.15139588713645935,0.07923811674118042,0.03558279573917389,0.028338830918073654,0.16763754189014435,0.22226417064666748
34170_0022_A_267	0.160509392619133,-0.07657203078269958,0.07087237387895584,0.04132388159632683,0.22222231328487396,0.20049896836280823
34170_0022_A_268	-0.011632049456238747,0.07972973585128784,0.09777001291513443,-0.11400093138217926,0.09590024501085281,0.25439006090164185
34170_0022_A_269	0.13792085647583008,0.08534079790115356,0.03152821958065033,-0.046793241053819656,0.05627787858247757,0.18830937147140503
34170_0022_A_270	0.015387481078505516,-0.019140806049108505,0.026352671906352043,-0.10885535180568695,0.14135201275348663,0.10093647241592407
34170_0022_A_271	-0.06980546563863754,0.10491892695426941,0.08563930541276932,0.030290644615888596,0.08648056536912918,0.07828837633132935
34170_0022_A_272	0.13570019602775574,0.12147888541221619,-0.014339776709675789,0.14631964266300201,0.18449576199054718,0.2758297026157379
34170_0022_A_273	0.015307014808058739,-0.030480649322271347,0.007989136502146721,-0.043524015694856644,0.18567125499248505,0.005226166918873787
34170_0022_A_276	0.13349291682243347,0.05464715138077736,0.08794059604406357,-0.03111864998936653,0.060683198273181915,0.09367120265960693
34170_0022_A_279	0.16122859716415405,0.042316485196352005,0.04746925085783005,0.07685591280460358,0.2419404834508896,0.21632006764411926
34170_0022_A_280	0.07231900840997696,0.0419762022793293,-0.09322802722454071,0.009150666184723377,0.10719547420740128,0.11651360988616943
34170_0022_A_281	-0.013137349858880043,-0.08334499597549438,-0.03893807530403137,0.0005976082757115364,0.10576698929071426,0.15033534169197083
34170_0022_A_282	0.16309183835983276,0.007424328476190567,0.015268584713339806,-0.0014704344794154167,0.2939642667770386,0.13432645797729492
34170_0022_A_283	0.15947511792182922,-0.14969730377197266,-0.0037757400423288345,-0.06452564895153046,0.27452322840690613,0.08953559398651123
34170_0022_A_284	0.07738671451807022,0.1677427887916565,-0.08617644757032394,0.0051056863740086555,0.07995931059122086,0.29903358221054077
34170_0022_A_285	0.08074546605348587,0.04607740417122841,0.06070135533809662,0.08501791954040527,0.20170505344867706,0.04458001255989075
34170_0022_A_286	0.07377395778894424,0.1615709811449051,-0.08249302953481674,0.00766716618090868,0.06681076437234879,0.289532333612442
34170_0022_A_287	0.08233324438333511,-0.05239739641547203,0.02571813575923443,0.10997025668621063,0.2091950625181198,0.038760989904403687
34170_0022_A_288	0.2386246621608734,0.0007146634161472321,-0.005012111738324165,-0.004571813158690929,0.15099139511585236,0.2376074492931366
34170_0022_A_291	0.12658920884132385,0.07595705986022949,-0.025320054963231087,-0.11752162873744965,0.0037551308050751686,0.21928903460502625
34170_0022_A_292	0.07293642312288284,0.01808205619454384,-0.0239200908690691,-0.1467135101556778,0.05374348908662796,0.2026209831237793
34170_0022_A_293	0.11992035061120987,0.08396928012371063,-0.030902156606316566,-0.10011859238147736,0.015318193472921848,0.21303975582122803
34170_0022_A_302	0.10978017002344131,-0.02249675616621971,-0.03956221044063568,0.08038493990898132,0.24018870294094086,0.09143215417861938
34170_0022_A_295	0.2948477864265442,-0.02103903517127037,0.026789767667651176,-0.010569739155471325,0.019264228641986847,0.22848331928253174
34170_0022_A_298	0.12573206424713135,-0.02564835175871849,0.11134002357721329,0.09394508600234985,0.1935722976922989,0.12902304530143738
34170_0022_A_299	-0.08274435251951218,-0.021054711192846298,0.17807193100452423,0.10151620209217072,0.25831934809684753,0.2489604353904724
34170_0022_A_300	0.0639960840344429,0.02334045246243477,0.09364303946495056,0.09263020753860474,0.07070834189653397,-0.05887778103351593
34170_0022_A_301	0.018948977813124657,0.2009890079498291,-0.021063411608338356,-0.042008090764284134,-0.018777571618556976,0.21738293766975403
34170_0022_A_303	0.24805548787117004,0.022698286920785904,0.014476364478468895,-0.03326307609677315,0.12511132657527924,0.2283610701560974
34170_0022_A_304	-0.061840496957302094,-0.03888809308409691,0.10446222126483917,-0.00576664786785841,0.24257798492908478,0.18591511249542236
34170_0022_A_305	0.1284540295600891,0.017445359379053116,0.052912451326847076,-0.0188726969063282,0.1242918148636818,0.06569871306419373
34170_0022_A_308	0.08048371225595474,0.05444035306572914,-0.025626668706536293,-0.09097258746623993,0.14258284866809845,0.040455639362335205
34170_0022_A_309	0.016528164967894554,0.02391708269715309,-0.03648708760738373,0.11791341006755829,0.1402452439069748,0.05558961629867554
34170_0022_A_310	0.14711543917655945,0.08423757553100586,-0.08625423163175583,0.0952683836221695,0.16241182386875153,0.1348779797554016
34170_0022_A_311	0.0824180617928505,-0.025339927524328232,-0.03959406167268753,-0.006983685307204723,0.29616403579711914,0.3207157850265503
34170_0022_A_312	0.35423514246940613,-0.006707560271024704,0.013547426089644432,0.016958769410848618,0.1334322839975357,0.2775231599807739
34170_0022_A_315	0.05346844345331192,0.00824056938290596,-0.01495380885899067,-0.004782873205840588,0.13251404464244843,0.3319239914417267
34170_0022_A_316	0.19710424542427063,0.17046739161014557,-0.00421484000980854,-0.04071049764752388,0.11712274700403214,0.1852816641330719
34170_0022_A_319	0.23877167701721191,0.0020039714872837067,-0.00472126342356205,-0.004551428370177746,0.15438880026340485,0.23981112241744995
34170_0022_A_322	0.1208539679646492,0.21218709647655487,-0.01500106044113636,-0.16411001980304718,0.07005364447832108,0.20022478699684143
34170_0022_A_323	0.19876596331596375,0.07162722945213318,-0.010874899104237556,0.0060434164479374886,0.3804644048213959,0.4411504566669464
34170_0022_A_324	0.19368454813957214,-0.023766424506902695,0.0019674208015203476,-0.015326905064284801,0.17951683700084686,0.10531279444694519
34170_0022_A_327	0.19962263107299805,0.07337325811386108,0.04247061908245087,-0.08602069318294525,0.11042908579111099,-0.04032629728317261
